title,release_year,genre,director,cast,runtime,budget,revenue,ratings_imdb,verdict
Love Unleashed,2006,"Romance, Mystery",Imtiaz Ali,"Vicky Kaushal, Kartik Aaryan, Tiger Shroff",104,20.83,52.21,6.5,2
Hope Code,2006,"Adventure, Drama",Zoya Akhtar,"Ranveer Singh, Shah Rukh Khan, Hrithik Roshan",165,75.26,143.68,5.1,1
King Rising,2006,"Crime, Drama",Rohit Shetty,"Akshay Kumar, Ayushmann Khurrana, Sidharth Malhotra",102,137.5,439.04,4.1,2
Revenge Saga,2006,"Thriller, Fantasy",S. S. Rajamouli,"Hrithik Roshan, Shah Rukh Khan, Rajkummar Rao",132,45.11,98.71,7.7,2
Hope Unleashed,2006,"Thriller, Fantasy",Imtiaz Ali,"Varun Dhawan, Hrithik Roshan, Kartik Aaryan",138,235.61,333.44,8.6,1
Dream Unleashed,2006,"Action, Adventure",Zoya Akhtar,"Ayushmann Khurrana, Hrithik Roshan, Ranbir Kapoor",139,45.22,65.74,8.1,1
Love Saga,2006,"Fantasy, Romance",Karan Johar,"Shah Rukh Khan, Kartik Aaryan, Hrithik Roshan",119,136.77,149.42,6.7,1
Heart Saga,2006,"Crime, Action",Rohit Shetty,"Tiger Shroff, Rajkummar Rao, Hrithik Roshan",127,273.17,844.21,8.3,2
War Diaries,2006,"Adventure, Adventure",S. S. Rajamouli,"Hrithik Roshan, Vicky Kaushal, Ranbir Kapoor",172,267.75,457.9,9.5,1
Revenge Chronicles,2006,"Adventure, Comedy",Rohit Shetty,"Ranbir Kapoor, Aamir Khan, Ranveer Singh",118,242.14,327.83,4.4,1
Shadow Saga,2006,"Romance, Drama",Kabir Khan,"Aamir Khan, Sidharth Malhotra, Shah Rukh Khan",154,223.4,441.68,7.7,1
War Saga,2006,"Action, Crime",Imtiaz Ali,"Salman Khan, Akshay Kumar, Rajkummar Rao",106,135.82,69.17,8.1,0
Love Saga,2006,"Mystery, Thriller",Ayan Mukerji,"Ayushmann Khurrana, Rajkummar Rao, Sidharth Malhotra",157,132.47,385.6,5.2,2
Heart Affair,2006,"Comedy, Horror",Farhan Akhtar,"Shah Rukh Khan, Ranbir Kapoor, Vicky Kaushal",165,239.91,440.79,4.5,1
Heart Code,2006,"Comedy, Comedy",Kabir Khan,"Ranveer Singh, Kartik Aaryan, Ayushmann Khurrana",95,297.4,196.11,7.3,0
Love Forever,2006,"Mystery, Action",Karan Johar,"Aamir Khan, Rajkummar Rao, Salman Khan",128,61.21,42.09,4.9,0
War Diaries,2006,"Mystery, Mystery",Farhan Akhtar,"Salman Khan, Shah Rukh Khan, Sidharth Malhotra",169,170.93,383.54,7.1,2
Heart Saga,2006,"Crime, Comedy",Ayan Mukerji,"Hrithik Roshan, Salman Khan, Varun Dhawan",180,39.18,56.13,8.7,1
King Diaries,2006,"Crime, Thriller",Zoya Akhtar,"Ayushmann Khurrana, Ranveer Singh, Vicky Kaushal",92,247.23,862.31,7.9,2
War Affair,2006,"Thriller, Romance",Imtiaz Ali,"Ayushmann Khurrana, Akshay Kumar, Ranveer Singh",159,24.39,71.26,6.6,2
Heart Rising,2006,"Comedy, Mystery",Rajkumar Hirani,"Vicky Kaushal, Akshay Kumar, Hrithik Roshan",165,200.2,139.52,6.9,0
Heart Unleashed,2006,"Thriller, Drama",Anurag Kashyap,"Akshay Kumar, Aamir Khan, Ayushmann Khurrana",115,65.2,183.92,5.0,2
King Rising,2006,"Adventure, Thriller",Rajkumar Hirani,"Ranveer Singh, Akshay Kumar, Salman Khan",139,283.13,621.06,8.1,2
Hope Diaries,2006,"Action, Romance",Karan Johar,"Rajkummar Rao, Tiger Shroff, Ayushmann Khurrana",107,263.31,797.96,4.5,2
Night Awakens,2006,"Comedy, Thriller",Kabir Khan,"Vicky Kaushal, Tiger Shroff, Rajkummar Rao",107,178.54,473.24,9.1,2
Night Awakens,2006,"Mystery, Romance",Rohit Shetty,"Ranbir Kapoor, Akshay Kumar, Rajkummar Rao",154,267.48,480.09,5.1,1
Dream Unleashed,2006,"Mystery, Mystery",Rohit Shetty,"Salman Khan, Sidharth Malhotra, Aamir Khan",117,219.29,131.11,7.5,0
Dream Unleashed,2006,"Comedy, Fantasy",Rajkumar Hirani,"Ayushmann Khurrana, Shah Rukh Khan, Kartik Aaryan",116,208.03,478.95,9.5,2
War Affair,2006,"Action, Fantasy",Ayan Mukerji,"Hrithik Roshan, Ranbir Kapoor, Sidharth Malhotra",164,175.4,570.39,6.5,2
Revenge Unleashed,2006,"Romance, Crime",S. S. Rajamouli,"Rajkummar Rao, Vicky Kaushal, Sidharth Malhotra",104,239.69,708.39,7.1,2
Storm Saga,2006,"Crime, Fantasy",Rajkumar Hirani,"Ranveer Singh, Ranbir Kapoor, Aamir Khan",138,240.13,167.26,4.7,0
Love Affair,2006,"Thriller, Romance",Zoya Akhtar,"Rajkummar Rao, Kartik Aaryan, Ranbir Kapoor",118,55.72,91.96,9.0,1
Shadow Forever,2006,"Crime, Horror",S. S. Rajamouli,"Hrithik Roshan, Aamir Khan, Ayushmann Khurrana",91,47.86,149.15,7.5,2
War Unleashed,2006,"Mystery, Action",Zoya Akhtar,"Aamir Khan, Varun Dhawan, Akshay Kumar",107,218.09,210.91,7.4,0
Shadow Forever,2006,"Adventure, Mystery",Rohit Shetty,"Aamir Khan, Rajkummar Rao, Akshay Kumar",144,291.87,265.6,5.4,0
King Affair,2006,"Thriller, Horror",Kabir Khan,"Tiger Shroff, Sidharth Malhotra, Vicky Kaushal",133,230.71,601.63,4.9,2
Dream Affair,2006,"Mystery, Adventure",Sanjay Leela Bhansali,"Sidharth Malhotra, Aamir Khan, Varun Dhawan",169,73.36,233.37,6.2,2
Dream Affair,2006,"Comedy, Crime",Karan Johar,"Akshay Kumar, Vicky Kaushal, Kartik Aaryan",116,157.87,89.16,5.3,0
Heart Code,2007,"Crime, Mystery",Imtiaz Ali,"Akshay Kumar, Varun Dhawan, Shah Rukh Khan",156,110.3,264.48,5.9,2
Shadow Code,2007,"Fantasy, Comedy",Ayan Mukerji,"Hrithik Roshan, Shah Rukh Khan, Aamir Khan",141,95.35,319.87,6.0,2
Heart Awakens,2007,"Thriller, Adventure",Rajkumar Hirani,"Sidharth Malhotra, Ranveer Singh, Salman Khan",161,215.92,600.51,5.7,2
King Affair,2007,"Crime, Action",Ayan Mukerji,"Tiger Shroff, Ranveer Singh, Vicky Kaushal",156,162.75,96.3,5.4,0
Dream Saga,2007,"Thriller, Comedy",Kabir Khan,"Varun Dhawan, Vicky Kaushal, Salman Khan",158,229.03,486.77,5.0,2
King Unleashed,2007,"Comedy, Thriller",Zoya Akhtar,"Varun Dhawan, Ranbir Kapoor, Tiger Shroff",98,163.92,224.95,4.9,1
Night Returns,2007,"Adventure, Fantasy",Rajkumar Hirani,"Vicky Kaushal, Kartik Aaryan, Salman Khan",122,267.25,482.11,8.8,1
Shadow Chronicles,2007,"Mystery, Mystery",Farhan Akhtar,"Vicky Kaushal, Sidharth Malhotra, Ranbir Kapoor",121,80.56,276.14,8.6,2
War Code,2007,"Mystery, Fantasy",Farhan Akhtar,"Sidharth Malhotra, Hrithik Roshan, Ranveer Singh",125,187.38,249.32,7.0,1
Heart Awakens,2007,"Adventure, Comedy",Farhan Akhtar,"Ranbir Kapoor, Ayushmann Khurrana, Rajkummar Rao",146,100.32,297.73,8.5,2
Hope Awakens,2007,"Mystery, Comedy",Zoya Akhtar,"Tiger Shroff, Ayushmann Khurrana, Aamir Khan",164,297.42,426.49,6.5,1
Revenge Saga,2007,"Fantasy, Comedy",Ayan Mukerji,"Vicky Kaushal, Ranbir Kapoor, Tiger Shroff",158,97.59,106.48,8.9,1
Heart Awakens,2007,"Thriller, Fantasy",Ayan Mukerji,"Ranveer Singh, Kartik Aaryan, Akshay Kumar",167,91.32,237.1,8.8,2
War Code,2007,"Adventure, Thriller",Kabir Khan,"Aamir Khan, Varun Dhawan, Vicky Kaushal",167,187.91,461.56,6.9,2
King Diaries,2007,"Thriller, Drama",Zoya Akhtar,"Tiger Shroff, Kartik Aaryan, Aamir Khan",123,222.34,690.49,4.7,2
Revenge Awakens,2007,"Crime, Romance",Farhan Akhtar,"Varun Dhawan, Akshay Kumar, Ayushmann Khurrana",111,223.3,196.76,8.4,0
Night Code,2007,"Action, Romance",Farhan Akhtar,"Sidharth Malhotra, Varun Dhawan, Ranbir Kapoor",107,148.56,284.7,4.9,1
Heart Diaries,2007,"Romance, Thriller",Kabir Khan,"Kartik Aaryan, Vicky Kaushal, Rajkummar Rao",170,38.45,125.14,9.1,2
Heart Affair,2007,"Horror, Action",S. S. Rajamouli,"Aamir Khan, Shah Rukh Khan, Tiger Shroff",154,275.41,187.81,5.7,0
War Returns,2007,"Mystery, Horror",Anurag Kashyap,"Hrithik Roshan, Rajkummar Rao, Tiger Shroff",129,264.67,715.87,5.0,2
Revenge Chronicles,2007,"Crime, Romance",Rohit Shetty,"Shah Rukh Khan, Salman Khan, Vicky Kaushal",133,80.84,83.73,7.8,1
Night Rising,2007,"Mystery, Comedy",Zoya Akhtar,"Varun Dhawan, Shah Rukh Khan, Ayushmann Khurrana",110,201.59,313.68,4.2,1
Dream Unleashed,2007,"Mystery, Thriller",Rajkumar Hirani,"Kartik Aaryan, Vicky Kaushal, Tiger Shroff",123,247.4,732.7,6.1,2
Night Saga,2007,"Thriller, Action",S. S. Rajamouli,"Shah Rukh Khan, Rajkummar Rao, Hrithik Roshan",174,219.07,457.6,5.5,2
King Awakens,2007,"Thriller, Comedy",Anurag Kashyap,"Tiger Shroff, Ranveer Singh, Vicky Kaushal",139,136.87,167.69,6.6,1
Heart Affair,2007,"Fantasy, Thriller",Kabir Khan,"Ayushmann Khurrana, Vicky Kaushal, Hrithik Roshan",133,82.68,246.86,7.3,2
Heart Diaries,2007,"Fantasy, Comedy",Kabir Khan,"Tiger Shroff, Akshay Kumar, Sidharth Malhotra",106,237.39,650.91,7.6,2
War Affair,2007,"Adventure, Action",Rohit Shetty,"Ranveer Singh, Salman Khan, Ayushmann Khurrana",159,252.9,569.18,6.2,2
King Forever,2007,"Comedy, Drama",Zoya Akhtar,"Ranveer Singh, Kartik Aaryan, Sidharth Malhotra",132,47.83,55.32,5.4,1
King Returns,2007,"Adventure, Action",S. S. Rajamouli,"Vicky Kaushal, Salman Khan, Rajkummar Rao",170,42.61,85.32,5.2,2
Heart Code,2007,"Romance, Comedy",Farhan Akhtar,"Varun Dhawan, Hrithik Roshan, Ranbir Kapoor",163,275.02,695.2,4.4,2
Hope Unleashed,2007,"Drama, Crime",Anurag Kashyap,"Akshay Kumar, Hrithik Roshan, Ayushmann Khurrana",150,75.32,108.82,5.8,1
King Forever,2007,"Romance, Romance",Rohit Shetty,"Sidharth Malhotra, Ranveer Singh, Varun Dhawan",107,76.64,155.14,6.8,2
King Chronicles,2007,"Drama, Action",S. S. Rajamouli,"Aamir Khan, Hrithik Roshan, Kartik Aaryan",119,58.64,80.72,4.3,1
Revenge Code,2007,"Romance, Fantasy",Anurag Kashyap,"Tiger Shroff, Ranbir Kapoor, Salman Khan",114,204.93,198.03,6.5,0
Storm Awakens,2007,"Crime, Drama",Anurag Kashyap,"Shah Rukh Khan, Sidharth Malhotra, Tiger Shroff",145,65.88,99.46,7.6,1
Shadow Awakens,2007,"Action, Adventure",Rohit Shetty,"Sidharth Malhotra, Ayushmann Khurrana, Rajkummar Rao",92,69.72,149.12,6.2,2
Love Forever,2007,"Adventure, Adventure",Ayan Mukerji,"Sidharth Malhotra, Vicky Kaushal, Ayushmann Khurrana",100,89.75,63.76,4.6,0
King Returns,2007,"Drama, Mystery",Rajkumar Hirani,"Varun Dhawan, Ayushmann Khurrana, Aamir Khan",139,49.44,25.66,4.1,0
War Diaries,2007,"Horror, Fantasy",S. S. Rajamouli,"Varun Dhawan, Rajkummar Rao, Tiger Shroff",178,191.42,660.45,6.7,2
Night Rising,2007,"Adventure, Thriller",Ayan Mukerji,"Ranbir Kapoor, Akshay Kumar, Kartik Aaryan",105,275.69,768.5,8.7,2
War Awakens,2007,"Drama, Action",Imtiaz Ali,"Hrithik Roshan, Tiger Shroff, Sidharth Malhotra",169,284.31,585.84,8.9,2
Revenge Diaries,2007,"Fantasy, Fantasy",Karan Johar,"Hrithik Roshan, Salman Khan, Kartik Aaryan",172,218.09,714.81,6.6,2
Heart Returns,2007,"Fantasy, Thriller",Rajkumar Hirani,"Shah Rukh Khan, Hrithik Roshan, Ranbir Kapoor",149,90.44,164.56,4.8,1
War Returns,2007,"Romance, Adventure",Farhan Akhtar,"Tiger Shroff, Ranveer Singh, Shah Rukh Khan",105,111.55,170.77,7.4,1
Love Rising,2007,"Crime, Crime",S. S. Rajamouli,"Ranveer Singh, Ranbir Kapoor, Tiger Shroff",101,138.69,193.51,5.6,1
War Rising,2007,"Action, Action",Farhan Akhtar,"Ranveer Singh, Ranbir Kapoor, Sidharth Malhotra",97,90.4,71.55,7.6,0
Shadow Rising,2007,"Horror, Crime",Rohit Shetty,"Ranveer Singh, Varun Dhawan, Sidharth Malhotra",160,47.2,125.31,4.4,2
Storm Rising,2007,"Drama, Romance",Kabir Khan,"Hrithik Roshan, Akshay Kumar, Rajkummar Rao",128,83.33,251.36,4.8,2
Hope Chronicles,2007,"Action, Romance",Kabir Khan,"Ranbir Kapoor, Tiger Shroff, Vicky Kaushal",166,265.02,548.52,5.3,2
Storm Saga,2007,"Crime, Thriller",S. S. Rajamouli,"Kartik Aaryan, Ranbir Kapoor, Akshay Kumar",117,139.5,105.23,6.6,0
Hope Forever,2007,"Action, Drama",Ayan Mukerji,"Salman Khan, Rajkummar Rao, Varun Dhawan",152,290.66,315.95,6.9,1
Night Unleashed,2007,"Action, Fantasy",Farhan Akhtar,"Tiger Shroff, Ranveer Singh, Aamir Khan",150,182.21,632.74,5.4,2
Shadow Diaries,2007,"Action, Romance",Kabir Khan,"Salman Khan, Sidharth Malhotra, Rajkummar Rao",142,215.93,108.85,4.3,0
Shadow Saga,2007,"Fantasy, Adventure",Ayan Mukerji,"Ranveer Singh, Sidharth Malhotra, Vicky Kaushal",140,185.35,414.33,7.4,2
Dream Affair,2007,"Romance, Romance",Kabir Khan,"Kartik Aaryan, Salman Khan, Shah Rukh Khan",154,35.95,45.46,7.2,1
Hope Returns,2007,"Mystery, Fantasy",Anurag Kashyap,"Rajkummar Rao, Vicky Kaushal, Varun Dhawan",176,145.57,267.84,6.7,1
Heart Code,2007,"Crime, Adventure",Rohit Shetty,"Ranveer Singh, Salman Khan, Rajkummar Rao",124,61.58,203.76,6.9,2
Hope Saga,2007,"Comedy, Crime",S. S. Rajamouli,"Salman Khan, Sidharth Malhotra, Rajkummar Rao",160,252.19,733.81,6.7,2
War Unleashed,2007,"Mystery, Action",Rajkumar Hirani,"Tiger Shroff, Hrithik Roshan, Ranveer Singh",141,223.49,644.46,8.4,2
Love Unleashed,2007,"Crime, Horror",S. S. Rajamouli,"Sidharth Malhotra, Ayushmann Khurrana, Rajkummar Rao",110,253.8,825.46,8.1,2
Hope Unleashed,2007,"Romance, Thriller",Imtiaz Ali,"Vicky Kaushal, Sidharth Malhotra, Hrithik Roshan",152,32.82,30.22,8.0,0
Storm Rising,2007,"Thriller, Horror",Sanjay Leela Bhansali,"Akshay Kumar, Ranveer Singh, Sidharth Malhotra",128,268.46,243.11,6.5,0
Shadow Saga,2007,"Mystery, Romance",Anurag Kashyap,"Ranveer Singh, Shah Rukh Khan, Tiger Shroff",147,167.3,503.6,7.4,2
Love Unleashed,2007,"Horror, Action",Kabir Khan,"Aamir Khan, Shah Rukh Khan, Rajkummar Rao",149,276.25,900.22,4.3,2
King Chronicles,2007,"Adventure, Action",S. S. Rajamouli,"Tiger Shroff, Rajkummar Rao, Ayushmann Khurrana",119,88.99,101.67,6.1,1
King Code,2007,"Romance, Romance",Karan Johar,"Kartik Aaryan, Akshay Kumar, Aamir Khan",122,26.47,15.67,5.3,0
Love Diaries,2007,"Mystery, Action",S. S. Rajamouli,"Ranbir Kapoor, Tiger Shroff, Vicky Kaushal",94,200.25,681.92,8.0,2
Love Saga,2007,"Drama, Mystery",Kabir Khan,"Salman Khan, Akshay Kumar, Aamir Khan",164,260.88,839.12,6.7,2
War Diaries,2007,"Adventure, Romance",Karan Johar,"Ayushmann Khurrana, Sidharth Malhotra, Kartik Aaryan",105,97.66,294.08,8.7,2
Revenge Chronicles,2007,"Crime, Horror",Kabir Khan,"Aamir Khan, Ayushmann Khurrana, Tiger Shroff",91,293.09,735.86,7.4,2
Storm Code,2007,"Drama, Crime",Sanjay Leela Bhansali,"Sidharth Malhotra, Hrithik Roshan, Ranveer Singh",95,295.66,862.84,8.6,2
Heart Saga,2007,"Fantasy, Mystery",Anurag Kashyap,"Tiger Shroff, Rajkummar Rao, Ayushmann Khurrana",135,112.92,336.75,5.7,2
King Saga,2007,"Horror, Adventure",Ayan Mukerji,"Aamir Khan, Salman Khan, Hrithik Roshan",167,270.8,874.44,4.8,2
Storm Returns,2007,"Action, Mystery",Rohit Shetty,"Kartik Aaryan, Varun Dhawan, Ranveer Singh",115,73.67,194.86,9.0,2
King Diaries,2007,"Crime, Crime",Anurag Kashyap,"Hrithik Roshan, Akshay Kumar, Tiger Shroff",122,210.71,370.82,4.3,1
Dream Diaries,2007,"Comedy, Drama",Sanjay Leela Bhansali,"Hrithik Roshan, Salman Khan, Sidharth Malhotra",133,51.94,51.89,8.6,0
War Chronicles,2007,"Horror, Fantasy",Rajkumar Hirani,"Varun Dhawan, Sidharth Malhotra, Ranveer Singh",108,61.93,74.71,4.3,1
Storm Chronicles,2007,"Comedy, Action",Imtiaz Ali,"Kartik Aaryan, Salman Khan, Varun Dhawan",98,70.31,190.62,4.4,2
Dream Returns,2007,"Thriller, Fantasy",Karan Johar,"Ranbir Kapoor, Tiger Shroff, Hrithik Roshan",136,26.49,84.11,5.0,2
Heart Code,2007,"Horror, Action",Karan Johar,"Vicky Kaushal, Ranveer Singh, Varun Dhawan",130,283.49,355.04,4.3,1
War Saga,2007,"Fantasy, Mystery",S. S. Rajamouli,"Sidharth Malhotra, Ranbir Kapoor, Hrithik Roshan",124,207.9,154.27,7.6,0
King Awakens,2007,"Horror, Drama",Rajkumar Hirani,"Shah Rukh Khan, Varun Dhawan, Ranbir Kapoor",117,141.59,186.84,6.1,1
Love Chronicles,2007,"Fantasy, Mystery",Kabir Khan,"Ayushmann Khurrana, Rajkummar Rao, Kartik Aaryan",96,290.18,410.17,5.8,1
Love Code,2007,"Thriller, Drama",Rajkumar Hirani,"Rajkummar Rao, Ranbir Kapoor, Ranveer Singh",157,164.03,388.33,5.1,2
Love Code,2007,"Adventure, Comedy",Rohit Shetty,"Ranveer Singh, Akshay Kumar, Ranbir Kapoor",148,94.2,82.64,7.9,0
Love Awakens,2007,"Horror, Adventure",Imtiaz Ali,"Kartik Aaryan, Tiger Shroff, Aamir Khan",143,276.14,914.74,6.4,2
Hope Returns,2007,"Crime, Drama",Farhan Akhtar,"Ranveer Singh, Shah Rukh Khan, Ayushmann Khurrana",131,155.14,298.19,7.1,1
Night Chronicles,2007,"Mystery, Comedy",Zoya Akhtar,"Salman Khan, Aamir Khan, Ranbir Kapoor",93,114.21,386.53,8.2,2
Hope Awakens,2007,"Thriller, Thriller",Karan Johar,"Hrithik Roshan, Ayushmann Khurrana, Akshay Kumar",112,172.27,124.91,8.2,0
Storm Rising,2007,"Comedy, Thriller",Sanjay Leela Bhansali,"Vicky Kaushal, Aamir Khan, Ranveer Singh",141,41.11,91.82,4.0,2
Shadow Saga,2007,"Fantasy, Action",Ayan Mukerji,"Vicky Kaushal, Salman Khan, Ranbir Kapoor",107,40.71,80.26,8.4,1
Revenge Saga,2007,"Comedy, Drama",Kabir Khan,"Tiger Shroff, Aamir Khan, Kartik Aaryan",162,149.35,127.4,5.8,0
King Code,2007,"Mystery, Mystery",Anurag Kashyap,"Aamir Khan, Shah Rukh Khan, Akshay Kumar",178,115.63,322.75,8.7,2
King Rising,2007,"Adventure, Crime",S. S. Rajamouli,"Vicky Kaushal, Ayushmann Khurrana, Akshay Kumar",145,231.9,443.45,7.0,1
Hope Rising,2007,"Fantasy, Thriller",Imtiaz Ali,"Shah Rukh Khan, Ranbir Kapoor, Rajkummar Rao",140,276.55,734.48,6.9,2
Heart Unleashed,2007,"Mystery, Action",Zoya Akhtar,"Ranbir Kapoor, Varun Dhawan, Aamir Khan",170,216.38,752.53,7.5,2
Storm Unleashed,2007,"Action, Comedy",Ayan Mukerji,"Vicky Kaushal, Sidharth Malhotra, Ranveer Singh",150,58.53,191.89,6.3,2
King Saga,2007,"Mystery, Adventure",Sanjay Leela Bhansali,"Akshay Kumar, Vicky Kaushal, Hrithik Roshan",161,123.58,365.41,8.8,2
Love Awakens,2007,"Fantasy, Horror",Rajkumar Hirani,"Ayushmann Khurrana, Salman Khan, Ranbir Kapoor",116,229.8,294.92,4.3,1
Storm Saga,2007,"Fantasy, Mystery",Rajkumar Hirani,"Akshay Kumar, Tiger Shroff, Ranbir Kapoor",157,182.52,279.4,4.1,1
Night Awakens,2007,"Thriller, Adventure",Ayan Mukerji,"Hrithik Roshan, Akshay Kumar, Vicky Kaushal",105,165.62,138.56,5.9,0
Storm Forever,2007,"Drama, Mystery",Imtiaz Ali,"Vicky Kaushal, Sidharth Malhotra, Rajkummar Rao",168,12.49,40.08,4.3,2
King Returns,2007,"Fantasy, Fantasy",S. S. Rajamouli,"Salman Khan, Akshay Kumar, Aamir Khan",109,299.47,622.21,8.2,2
Dream Forever,2007,"Crime, Romance",Imtiaz Ali,"Varun Dhawan, Tiger Shroff, Kartik Aaryan",98,38.63,43.09,5.0,1
King Diaries,2007,"Adventure, Fantasy",Rohit Shetty,"Vicky Kaushal, Sidharth Malhotra, Shah Rukh Khan",117,157.53,530.62,5.7,2
Night Code,2007,"Horror, Horror",Karan Johar,"Vicky Kaushal, Aamir Khan, Tiger Shroff",161,99.18,115.73,4.3,1
Revenge Awakens,2007,"Comedy, Crime",Zoya Akhtar,"Shah Rukh Khan, Varun Dhawan, Ayushmann Khurrana",139,125.45,260.44,6.0,2
Dream Affair,2007,"Drama, Romance",Anurag Kashyap,"Akshay Kumar, Rajkummar Rao, Aamir Khan",122,72.4,244.13,9.5,2
Hope Awakens,2007,"Fantasy, Horror",Rohit Shetty,"Vicky Kaushal, Kartik Aaryan, Aamir Khan",151,111.47,161.74,7.1,1
Hope Code,2007,"Romance, Horror",Kabir Khan,"Sidharth Malhotra, Akshay Kumar, Vicky Kaushal",137,279.6,704.31,5.3,2
Shadow Chronicles,2007,"Romance, Horror",Sanjay Leela Bhansali,"Varun Dhawan, Rajkummar Rao, Ranbir Kapoor",179,295.02,498.51,7.8,1
Night Code,2007,"Thriller, Romance",Farhan Akhtar,"Akshay Kumar, Vicky Kaushal, Ranbir Kapoor",179,247.2,751.79,9.4,2
War Returns,2007,"Action, Thriller",Imtiaz Ali,"Aamir Khan, Ranbir Kapoor, Kartik Aaryan",95,285.75,537.23,6.8,1
King Code,2007,"Crime, Action",Karan Johar,"Ayushmann Khurrana, Varun Dhawan, Sidharth Malhotra",109,55.99,99.16,4.9,1
King Rising,2007,"Crime, Thriller",Imtiaz Ali,"Ranveer Singh, Kartik Aaryan, Varun Dhawan",179,215.29,291.75,6.7,1
King Saga,2007,"Fantasy, Thriller",Ayan Mukerji,"Ayushmann Khurrana, Akshay Kumar, Sidharth Malhotra",162,26.81,88.88,6.1,2
Shadow Awakens,2007,"Horror, Adventure",Karan Johar,"Salman Khan, Ranveer Singh, Sidharth Malhotra",164,197.24,545.19,4.0,2
King Awakens,2007,"Comedy, Fantasy",Anurag Kashyap,"Kartik Aaryan, Akshay Kumar, Varun Dhawan",127,266.27,306.01,7.1,1
Hope Rising,2007,"Crime, Adventure",Anurag Kashyap,"Vicky Kaushal, Varun Dhawan, Ranbir Kapoor",112,93.19,288.17,5.5,2
Heart Forever,2007,"Horror, Mystery",Anurag Kashyap,"Hrithik Roshan, Aamir Khan, Ayushmann Khurrana",156,273.24,869.92,5.7,2
Night Rising,2007,"Romance, Crime",Anurag Kashyap,"Ranveer Singh, Akshay Kumar, Aamir Khan",114,137.51,337.56,5.3,2
Revenge Rising,2007,"Drama, Comedy",Sanjay Leela Bhansali,"Akshay Kumar, Ranbir Kapoor, Hrithik Roshan",125,139.7,263.05,6.3,1
Night Chronicles,2007,"Romance, Drama",Imtiaz Ali,"Shah Rukh Khan, Aamir Khan, Vicky Kaushal",156,284.78,627.64,6.6,2
Shadow Chronicles,2007,"Comedy, Romance",Rohit Shetty,"Kartik Aaryan, Sidharth Malhotra, Aamir Khan",156,34.18,24.57,6.8,0
Storm Returns,2007,"Drama, Comedy",Rohit Shetty,"Ranveer Singh, Salman Khan, Hrithik Roshan",106,292.82,724.11,8.6,2
Dream Returns,2007,"Romance, Drama",Rohit Shetty,"Varun Dhawan, Salman Khan, Hrithik Roshan",90,59.24,154.63,6.9,2
Dream Unleashed,2007,"Adventure, Comedy",Ayan Mukerji,"Hrithik Roshan, Vicky Kaushal, Rajkummar Rao",93,293.65,812.84,6.0,2
Hope Affair,2007,"Action, Thriller",S. S. Rajamouli,"Tiger Shroff, Ranveer Singh, Kartik Aaryan",170,229.95,764.78,9.4,2
War Rising,2007,"Action, Fantasy",Rohit Shetty,"Tiger Shroff, Ayushmann Khurrana, Kartik Aaryan",131,258.6,351.47,4.8,1
Storm Code,2007,"Action, Adventure",Zoya Akhtar,"Sidharth Malhotra, Akshay Kumar, Vicky Kaushal",161,262.89,203.99,5.6,0
Hope Rising,2007,"Drama, Comedy",Ayan Mukerji,"Varun Dhawan, Ayushmann Khurrana, Aamir Khan",153,37.18,60.84,6.4,1
King Code,2007,"Comedy, Horror",Zoya Akhtar,"Vicky Kaushal, Ayushmann Khurrana, Sidharth Malhotra",168,117.61,359.25,7.1,2
Hope Affair,2007,"Fantasy, Romance",Rajkumar Hirani,"Shah Rukh Khan, Vicky Kaushal, Rajkummar Rao",123,43.85,38.31,7.0,0
Storm Code,2007,"Adventure, Action",Imtiaz Ali,"Akshay Kumar, Sidharth Malhotra, Varun Dhawan",92,49.68,37.34,7.0,0
Night Diaries,2007,"Fantasy, Romance",Imtiaz Ali,"Tiger Shroff, Sidharth Malhotra, Vicky Kaushal",95,218.06,190.64,8.2,0
Revenge Chronicles,2007,"Comedy, Fantasy",Sanjay Leela Bhansali,"Kartik Aaryan, Vicky Kaushal, Rajkummar Rao",128,94.03,278.31,8.3,2
Night Rising,2007,"Fantasy, Action",Ayan Mukerji,"Salman Khan, Shah Rukh Khan, Sidharth Malhotra",174,225.5,171.1,7.7,0
Storm Unleashed,2007,"Romance, Comedy",Imtiaz Ali,"Ranveer Singh, Aamir Khan, Tiger Shroff",143,253.07,610.02,5.9,2
Shadow Awakens,2007,"Horror, Crime",S. S. Rajamouli,"Rajkummar Rao, Vicky Kaushal, Ayushmann Khurrana",98,243.48,599.68,7.9,2
Night Saga,2007,"Mystery, Action",Farhan Akhtar,"Salman Khan, Shah Rukh Khan, Tiger Shroff",125,154.19,276.17,6.5,1
Revenge Diaries,2007,"Romance, Mystery",Kabir Khan,"Ranveer Singh, Rajkummar Rao, Ranbir Kapoor",124,85.84,276.2,9.2,2
Night Code,2007,"Action, Romance",Farhan Akhtar,"Shah Rukh Khan, Salman Khan, Aamir Khan",145,79.67,187.48,6.7,2
Night Diaries,2007,"Comedy, Drama",Sanjay Leela Bhansali,"Salman Khan, Ayushmann Khurrana, Sidharth Malhotra",104,214.17,573.56,7.5,2
Night Rising,2007,"Adventure, Crime",Ayan Mukerji,"Sidharth Malhotra, Rajkummar Rao, Hrithik Roshan",106,207.61,250.36,7.1,1
